Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Fusion Machine Casing
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Fusion Coil Block
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Fusion Machine Casing MK II
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Turbine Casing
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Stainless Steel Turbine Casing
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Titanium Turbine Casing
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Tungstensteel Turbine Casing
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Engine Intake Casing
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mining Osmiridium Casing
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Firebricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Cupronickel Coil Block
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Kanthal Coil Block
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Nichrome Coil Block
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Tungstensteel Coil Block
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - HSS-G Coil Block
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Naquadah Coil Block
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Naquadah Alloy Coil Block
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Chemically Inert Machine Casing
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - PTFE Pipe Casing
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Black Granite
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Black Granite Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Black Granite Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Black Granite Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Cracked Black Granite Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Black Granite Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Chiseled Black Granite
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Smooth Black Granite
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Red Granite
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Red Granite Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Red Granite Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Red Granite Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Cracked Red Granite Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Red Granite Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Chiseled Red Granite
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Smooth Red Granite
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Dark Concrete
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Dark Concrete Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Dark Concrete Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Dark Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Cracked Dark Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Dark Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Chiseled Dark Concrete
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Smooth Dark Concrete
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Light Concrete
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Light Concrete Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Light Concrete Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Light Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Cracked Light Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Light Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Chiseled Light Concrete
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Smooth Light Concrete
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Marble
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Marble Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Marble Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Marble Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Cracked Marble Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Marble Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Chiseled Marble
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Smooth Marble
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Basalt
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Basalt Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Basalt Cobblestone
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Basalt Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Cracked Basalt Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Mossy Basalt Bricks
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Chiseled Basalt
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Smooth Basalt
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Aluminium
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Americium
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Annealed Copper
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Antimony
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Arsenic
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Battery Alloy
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Beryllium
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Bismuth
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Bismuth Bronze
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Black Bronze
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Black Steel
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Blue Steel
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Brass
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Block of Caesium
